N,P,K,humidity,ph,temperature,rainfall,label
30,45,24,64.5,7.18,31.5,74.3,mungbean
21,55,24,58.5,7.25,22.3,69.3,lentil
39,20,33,43.1,7.17,28.4,64.1,pomegranate
47,25,31,49.9,7.07,22.8,65.2,grapes
35,20,17,69.3,6,30.4,56,watermelon
30,22,19,60,7.31,26.3,59.3,muskmelon
66,20,52,84.8,5.16,24.2,221,coffee
65,35,36,73.1,6.72,32,219.5,jute
78,56,48,83.2,6.25,26,243.1,rice
16,12,18,51.8,7.33,18.6,61.6,wheat
28,63,27,72.5,6.49,22.9,80.4,maize
22,23,28,65.5,6.6,28.6,112.7,cotton
102,54,48,78,7.39,25.3,185,sugarcane
103,87,60,67.9,6.8,28.2,162.5,banana
50,29,37,52,5.54,29.6,74.6,mango
33,25,27,68.9,5.75,15,134.3,apple
57,34,21,51.8,7.22,25.5,110.6,orange
74,31,51,75.6,5.72,28.3,233.6,coconut
33,78,19,50.7,6.29,25.8,78.5,chickpea
27,65,23,52.1,6.61,18.2,87.4,kidneybeans
22,43,26,63.9,6.15,27.3,82.9,pigeonpeas
17,50,25,79.2,7.33,25.4,86.6,blackgram
31,37,26,59.1,6.36,33.6,82.5,mungbean
29,59,16,56.9,6.94,21.8,48.8,lentil
27,30,16,49.9,7.29,24.3,48.5,pomegranate
33,21,35,51.7,7.11,21.4,95.4,grapes
21,26,28,58.9,6.15,26.5,78.1,watermelon
30,26,17,55.6,6.1,28.3,52.9,muskmelon
80,30,42,78.2,5.33,22.6,203.3,coffee
72,47,33,81.5,6.31,33.3,208.9,jute
94,51,49,88.2,6.14,22,194.3,rice
18,19,20,60.1,6.78,16.3,60.9,wheat
30,68,18,69.5,5.91,27.2,93.2,maize
31,17,35,74.4,6.97,26.5,100.1,cotton
114,60,54,78.2,6.72,25.6,162.8,sugarcane
116,79,48,72.6,6.87,29.3,182.3,banana
33,25,26,67.3,7.35,31.2,94.9,mango
22,34,28,69.7,5.95,15.6,90.9,apple
44,26,30,53.8,7.43,24.6,139.6,orange
50,27,52,77.5,6.19,25.3,208.1,coconut
47,75,23,56.6,6.72,25.8,57.3,chickpea
19,70,20,59.1,6.43,24.4,80.9,kidneybeans
20,49,23,49.5,6.21,22.7,118.4,pigeonpeas
23,44,28,64,6.49,25.4,120.2,blackgram
20,49,29,60.7,7.19,31.7,114.3,mungbean
21,52,22,55.7,7.44,17.5,72.7,lentil
23,22,23,59.6,6.39,22.4,63,pomegranate
37,40,33,59.3,6.38,21.5,85.7,grapes
26,29,22,62.5,6.94,22.7,87.4,watermelon
35,25,18,53.8,6.59,31,40.9,muskmelon
60,30,47,81.4,5.01,20,196.3,coffee
66,48,43,74.4,6.88,24.5,219.4,jute
94,43,36,87.8,6.16,24.2,188.9,rice
27,21,16,60.9,7.04,19.8,32.5,wheat
39,58,26,63.5,6.31,23.5,98.3,maize
25,17,35,78.1,6.73,26.7,131.1,cotton
80,46,46,70.7,6.37,26,165.7,sugarcane
107,81,51,62.5,7.04,25.3,124,banana
41,40,23,55.9,5.73,28.1,104.2,mango
26,28,35,60.7,6.69,12.6,123.8,apple
61,21,32,68,7.29,29.7,126,orange
55,20,42,79.9,5.63,27.2,163.1,coconut
35,71,24,59.5,6.31,27.6,72.5,chickpea
20,70,17,55.6,6.77,22.8,80.8,kidneybeans
29,53,25,59.2,6.59,23.7,70.1,pigeonpeas
17,58,27,61.4,7.41,25.8,128.1,blackgram
19,42,26,73.9,6.57,31.8,82.4,mungbean
16,44,19,59.2,7.21,20.5,41.9,lentil
32,26,25,45.8,7.15,29.8,57.9,pomegranate
50,25,36,46.3,7.39,29.6,62.6,grapes
21,15,16,68.4,7.23,32.5,79.7,watermelon
35,20,29,69.5,6.49,33.3,41.7,muskmelon
90,25,46,75.9,6.32,22.6,204.6,coffee
88,34,35,81.1,6.3,24.2,157.6,jute
96,45,47,83.8,6.15,23.7,212,rice
24,12,16,50.9,6.13,19.6,44.6,wheat
40,66,29,68.1,6.04,27.5,82.9,maize
29,24,33,77.1,6.56,30.2,107.7,cotton
117,41,56,84.6,7.36,26.7,121.5,sugarcane
98,74,46,73.3,6.84,25.2,124,banana
49,23,37,63,7.24,34.1,107.1,mango
34,17,21,63.8,6.52,13.3,92,apple
48,30,20,61.4,7.13,19.2,105,orange
60,25,44,78.6,6.09,30.1,202.5,coconut
44,78,16,49.3,6.67,25.6,72.7,chickpea
15,65,19,51.9,5.99,22.8,90.7,kidneybeans
16,44,24,64.3,5.75,31.2,104.3,pigeonpeas
32,59,28,65.2,6.93,25.2,129.1,blackgram
33,55,16,71.1,6.41,26.7,85.9,mungbean
25,48,21,56.6,7.14,19.6,55.9,lentil
28,34,30,49,7.42,22.6,75.7,pomegranate
41,29,40,61.9,7.23,20,83.6,grapes
39,19,23,56,7.47,29.1,82.4,watermelon
22,17,29,54,6.32,27.1,78.9,muskmelon
86,29,48,85.5,5.22,20.8,215.2,coffee
67,49,43,85.6,6.35,31.2,157.9,jute
85,39,50,79.1,6.16,24.4,199.7,rice
11,18,10,53.9,6.15,22.3,62.7,wheat
24,63,15,73.9,6,23.2,91.8,maize
21,24,27,70.9,6.53,31.8,132,cotton
97,42,55,70.6,6.89,31.9,160.9,sugarcane
102,77,46,69,6.54,31.8,145,banana
43,34,21,58.1,6.82,30.8,104.9,mango
30,16,32,62.1,6.4,13.3,99.1,apple
58,26,21,52.9,7.09,29.2,131.2,orange
79,24,57,83.4,6.1,31.8,158.3,coconut
31,67,16,51.8,6.77,26.5,64.4,chickpea
30,68,30,56.2,6.5,16.9,64,kidneybeans
28,52,19,64,6.63,24,81,pigeonpeas
23,43,19,64.3,6.5,28.2,119.3,blackgram
18,54,21,66.2,6.71,24.6,93.4,mungbean
15,44,16,54.2,7.26,22,55.7,lentil
26,32,31,59.9,7.49,28.3,65.6,pomegranate
33,36,27,62.3,6.83,20.4,68.3,grapes
33,24,22,71.8,6.28,24.7,71.6,watermelon
24,21,23,60.5,6.83,32.1,90.8,muskmelon
86,33,57,75,5.69,18.2,190.1,coffee
76,38,30,85.7,6.58,30.2,227.8,jute
94,59,35,85.2,6.33,25.7,237.8,rice
27,11,10,54.6,6.96,16.2,36.1,wheat
29,57,21,68.3,6.15,23.3,106.6,maize
31,15,29,67.2,6.63,26.1,116.5,cotton
113,55,42,73.6,6.51,32.2,131.3,sugarcane
112,79,46,68.9,6.67,31.7,143.5,banana
35,29,29,57.3,7.11,27.4,93.2,mango
30,20,20,63.8,6.57,16.6,84.6,apple
48,29,36,69.5,7.09,24.9,98.4,orange
69,22,49,78,6.18,25.7,190.4,coconut
32,73,21,55.6,6.25,18.3,66.2,chickpea
17,60,24,60.8,5.51,18.9,85,kidneybeans
26,51,30,46.4,5.58,22.2,88.8,pigeonpeas
30,46,24,61.6,7.31,26.7,86.3,blackgram
20,49,15,72.5,7.07,31,112.3,mungbean
18,43,19,63.8,7.45,17.3,65.5,lentil
30,23,35,44.2,6.21,29.9,76.8,pomegranate
40,26,29,58.8,7.27,29.5,86.9,grapes
26,29,27,62.1,6.21,28.8,78.9,watermelon
28,25,19,59.4,7.43,25.9,76.3,muskmelon
88,27,56,77.8,5.65,21.3,180.8,coffee
61,36,40,85.5,7.24,29.8,195.4,jute
75,60,37,77.9,6.13,24.6,181.9,rice
14,23,13,62.3,6.86,16.2,43,wheat
23,68,16,66.6,6.22,22.5,81.4,maize
20,24,30,75.2,6.48,31.1,141,cotton
86,41,43,78.2,6.65,31.9,161.5,sugarcane
90,89,55,70.4,6.76,28.6,187.7,banana
44,28,32,55,5.73,31.9,147.3,mango
39,24,31,62.1,5.72,14.7,144.9,apple
65,38,37,57.6,6.95,19.7,117.9,orange
75,24,50,79.2,6.67,29.7,163.7,coconut
31,60,15,58.5,6.47,27.4,58.4,chickpea
28,60,15,57.2,6.04,22.2,86.7,kidneybeans
32,59,23,48.5,5.84,25.8,101.9,pigeonpeas
29,42,30,79.7,6.76,26.6,88,blackgram
28,50,30,63.5,6.24,26.6,85.9,mungbean
21,50,23,55.4,6.29,15.6,79.1,lentil
20,26,32,53.3,6.68,24.1,74.5,pomegranate
34,34,40,52.6,6.25,20.3,96.1,grapes
20,30,19,71.1,6.52,31.3,102.7,watermelon
21,30,20,50.1,6.49,28.1,93.4,muskmelon
68,20,40,77.1,5.01,22,203.6,coffee
76,39,46,70.1,7.15,33.5,228.1,jute
76,51,37,89.6,5.71,21.1,233.9,rice
30,14,13,51.9,6.54,17.7,57.9,wheat
24,52,16,71.6,5.82,28.6,93,maize
31,25,25,69.1,6.14,29.5,102.2,cotton
106,54,52,84.7,7.08,26.5,217.2,sugarcane
92,87,56,71,6.67,30.6,161.4,banana
49,20,29,52.9,7.32,29.9,81.1,mango
31,19,32,66.9,6.52,16.3,141.9,apple
43,22,36,50.2,6.44,28.6,90.7,orange
76,22,44,84.2,5.74,26.8,175.2,coconut
34,69,25,46.4,6.44,23.8,67.6,chickpea
18,70,17,59.7,6.23,16.6,112.8,kidneybeans
22,44,17,46.9,5.75,26.2,85.8,pigeonpeas
24,43,27,65.4,7.36,29.4,116.1,blackgram
33,39,25,63.8,7.09,31.7,63.2,mungbean
24,47,17,61.2,6.27,21.8,59.7,lentil
38,16,16,51.2,6.03,25.9,42.1,pomegranate
40,38,35,55.3,7.37,21.7,95.7,grapes
33,22,26,73.9,6.86,24.4,73.4,watermelon
33,30,23,58.6,6.53,28.3,86.5,muskmelon
78,40,40,78.1,5.92,24.9,156.2,coffee
90,50,42,82.1,6.48,30.3,157.6,jute
68,51,41,77.9,5.93,20,210,rice
16,13,14,53,7.47,18,61.6,wheat
31,53,30,62.2,6.28,26.1,82.2,maize
25,19,29,69.8,6.95,25.8,102.8,cotton
113,45,45,77.5,7.05,34,162.2,sugarcane
111,73,57,65.8,7.38,31.1,178.1,banana
47,26,30,54.8,7.18,29.8,87.9,mango
35,26,33,69.2,5.75,16.4,132.9,apple
62,34,30,66.2,7.49,27.7,97.9,orange
74,21,53,88.9,6.88,31.2,235.9,coconut
46,77,22,45.5,6.32,25.9,50.5,chickpea
33,63,23,61.3,6.69,16.5,90.8,kidneybeans
28,42,15,48.4,5.99,20.3,93.8,pigeonpeas
15,42,23,68.5,6.93,31.1,83.1,blackgram
30,50,29,69.6,6.16,24.2,112.9,mungbean
19,40,25,59.9,6.37,24.4,46.3,lentil
25,24,29,52.7,7.46,28.3,49,pomegranate
44,23,20,47.5,6.23,24.8,87.2,grapes
20,20,25,72.8,7.08,32.3,114.9,watermelon
30,20,30,65.3,6.26,32,78.4,muskmelon
71,20,46,79.8,5.02,24.5,200.8,coffee
79,39,50,70.9,6.07,29.3,214.9,jute
78,56,37,78.9,6.48,24.9,187.3,rice
21,20,11,50.8,6.42,16.5,45.7,wheat
31,52,24,65.2,6.6,24.3,90.1,maize
30,17,26,78.2,6.75,26,130.2,cotton
89,46,40,78,6.86,27.9,176.3,sugarcane
115,73,54,69.4,7.17,27.6,151.7,banana
45,26,22,66.2,7.24,28.4,83.5,mango
29,19,24,64.9,5.77,18.8,99,apple
48,32,36,68.5,6.22,28.8,112,orange
80,39,46,83.7,5.62,31.4,177.5,coconut
48,63,25,55.7,6.78,22.5,74.5,chickpea
20,68,24,54.5,6.44,21.5,110.8,kidneybeans
22,60,25,53.5,6.18,27.1,110,pigeonpeas
23,56,24,79.4,7.33,26.2,93.1,blackgram
33,40,25,62,7.07,26.4,70.1,mungbean
20,44,19,58.7,6.47,22.1,42.3,lentil
37,15,18,47.7,6.48,27,47.1,pomegranate
41,36,25,60.5,6.29,21.8,76,grapes
31,25,19,74.2,6.9,32.6,54.4,watermelon
38,28,16,55.3,7.37,26,56,muskmelon
94,22,40,82.6,5.19,21.5,188,coffee
75,37,36,86.5,6.15,28.3,207.5,jute
74,52,35,87.8,6.75,25.1,194.7,rice
10,18,20,55.6,6.79,19.5,54.7,wheat
36,57,26,71.7,6.51,26.3,106.2,maize
33,23,31,65.5,6.1,27.6,115.9,cotton
83,43,52,78.9,6.02,30.3,125.5,sugarcane
118,86,54,61.1,6.97,30.6,121.4,banana
42,20,40,58.1,5.99,26.9,137.4,mango
23,16,28,65.8,5.58,19.4,118.3,apple
48,23,32,54.3,7.25,27.7,132.6,orange
59,39,50,81.5,6.77,28.5,151.2,coconut
47,74,22,57.8,6.21,22.3,54.6,chickpea
21,52,30,61.1,5.56,15.3,79,kidneybeans
24,54,25,52.5,6.74,24.3,111.4,pigeonpeas
23,53,26,62.4,6.69,30.9,115.7,blackgram
33,38,30,67.6,6.75,29.9,91.7,mungbean
22,54,22,64.8,7.29,23.6,55.9,lentil
37,22,15,53.3,6.4,24.9,72.4,pomegranate
33,26,22,58.3,6.4,29.7,92.9,grapes
24,21,29,61.1,6.7,24.3,64,watermelon
34,16,16,51.5,6.31,26,86.9,muskmelon
95,25,57,89.1,5.95,25.8,231.2,coffee
88,38,34,89.7,6.75,25.7,244,jute
94,43,50,89.8,6.38,24.2,198,rice
20,24,10,54.9,6.99,18.2,57.8,wheat
36,58,27,64.7,5.96,29.6,87.2,maize
33,22,25,68.8,6.05,26.7,112.9,cotton
117,53,59,79.9,6.58,30,199.6,sugarcane
90,81,55,67.5,6.63,26.3,152.4,banana
36,40,20,63.1,7.31,27.4,86.6,mango
30,29,35,60.3,6.64,15.6,102,apple
68,28,40,54.2,6.56,30,127.7,orange
64,23,40,90,6.47,27.7,229.5,coconut
50,70,16,56.7,6.4,21.2,58.7,chickpea
24,54,24,53.3,5.86,21.4,68.2,kidneybeans
17,42,30,51.9,5.66,23.3,74.3,pigeonpeas
17,49,17,62.3,7.3,29.2,98,blackgram
24,41,15,70.6,6.01,30.2,104.8,mungbean
25,47,23,61.1,6.15,21.2,57.5,lentil
28,29,31,58.4,6.62,23.6,78.7,pomegranate
39,40,29,49.2,7.08,28.9,91.8,grapes
35,24,25,64.2,6.13,25.8,81.9,watermelon
38,20,28,55.3,7.26,27.6,69.3,muskmelon
60,38,50,89.8,5.8,24.9,196.8,coffee
74,48,34,81.3,7.13,24.1,177,jute
63,57,48,76,6.42,20.7,183.5,rice
26,24,12,50.2,6.41,18.5,37.2,wheat
34,66,30,72.2,6.79,22.7,107.8,maize
22,21,31,77.1,6.64,31,114.3,cotton
117,50,54,70.8,6.67,33.4,120.3,sugarcane
100,72,60,73.7,6.71,28.2,165.2,banana
23,37,26,63.2,7.36,27.5,124.4,mango
21,35,20,73.5,5.77,19.3,139.4,apple
50,36,33,59.6,6.89,24.9,123,orange
70,22,44,89.7,6.49,25.2,157.5,coconut
31,61,18,54.9,6.39,20.7,58.5,chickpea
25,50,18,55.8,6.21,20.9,70.3,kidneybeans
18,50,24,52.3,6.76,30.1,101.8,pigeonpeas
31,59,28,76.8,6.53,26.3,82,blackgram
17,42,21,69.2,6.72,25.2,78.1,mungbean
23,58,19,59.2,7.14,18.8,74.6,lentil
22,23,24,51.8,6.98,23.3,51.7,pomegranate
48,23,38,53.8,6.85,20.3,96.1,grapes
29,20,29,55.1,7.02,25.4,84,watermelon
23,16,27,52.4,6.02,28.6,50.8,muskmelon
75,34,41,76.7,6.1,18.5,219.1,coffee
69,30,47,82.7,6.64,25.7,224.5,jute
65,59,50,80.7,6.15,24.9,183.5,rice
27,25,14,52.5,7.17,23.9,62.8,wheat
38,53,16,66,6.77,23.1,97.7,maize
25,24,28,68.8,6.35,27.7,135.6,cotton
109,46,45,83.6,7.07,29.8,164.8,sugarcane
92,75,56,64.9,7.22,30.3,150.2,banana
31,32,24,65.8,5.74,26.2,107.4,mango
26,17,27,65.6,6.2,17.2,148.5,apple
51,33,26,62.9,6.9,24.3,89.3,orange
59,36,52,77.6,6.93,28.7,239.4,coconut
33,69,22,59,6.22,23.1,67.1,chickpea
23,58,23,50.1,6.3,21.9,67.5,kidneybeans
32,41,24,63.5,6.96,27,92.3,pigeonpeas
33,51,18,75.5,6.91,26.8,101.2,blackgram
18,35,16,74.3,6.4,33.1,65.6,mungbean
30,56,23,61.7,7.25,24.3,67.9,lentil
27,24,29,44.1,6.27,27.9,72.2,pomegranate
33,35,29,49.9,6.79,25.1,57,grapes
27,29,18,70.7,6.57,25.4,51.6,watermelon
38,24,28,50.5,6.64,23.6,99,muskmelon
100,38,41,70.5,5.12,18.2,188.4,coffee
64,46,38,84.9,7.14,29.5,203.2,jute
64,48,45,80.4,5.84,27,248.3,rice
25,23,17,59.3,6.78,21.9,36.9,wheat
31,56,22,71,5.94,24.7,110.8,maize
21,17,32,74.1,6.35,26.2,101.6,cotton
83,42,54,78.4,7.31,26.7,185.5,sugarcane
113,82,50,71.1,6.6,25.4,145.4,banana
24,24,28,57.2,6.57,34.9,109.7,mango
40,28,34,70.9,5.65,11.2,127.5,apple
68,29,37,57.7,6.81,24.7,87.7,orange
77,37,57,85.7,6.34,27.1,166.9,coconut
44,60,20,57.3,6.45,18.1,63.8,chickpea
21,64,15,50.8,6.4,15.4,79.2,kidneybeans
23,42,25,53.5,6.03,20.4,91.4,pigeonpeas
26,45,19,62,6.39,30.5,113.8,blackgram
16,44,26,63.1,6.09,33.6,90.3,mungbean
25,56,20,53.4,6.39,21.6,75.9,lentil
32,22,27,52.4,6.76,32,71,pomegranate
32,21,37,58.4,7.38,25.4,64.8,grapes
28,22,16,72.4,7.19,27.3,62.8,watermelon
23,27,22,50.9,6.29,30.6,58.5,muskmelon
80,23,54,88.2,5.47,21.4,213.9,coffee
75,30,43,84.6,7.4,26,159,jute
89,45,38,75.8,6.29,23.5,216.8,rice
14,24,18,59.6,6.59,20,45,wheat
39,51,23,68.1,6.14,28.8,114,maize
25,16,27,66.2,6.5,26.8,136.4,cotton
82,55,40,80.6,6.82,28.5,178,sugarcane
104,83,48,63,7.22,26.2,197.3,banana
22,31,35,63.8,6.99,30.7,86.7,mango
35,21,28,64.5,6.24,10.1,130.3,apple
63,23,20,60.4,7.12,19.9,128.5,orange
62,34,57,82.1,6.48,29.6,166.2,coconut
43,71,16,49.6,6.31,26.7,78.1,chickpea
30,67,30,62.3,5.84,16.8,92.8,kidneybeans
26,51,21,52.7,6.21,28.7,97.7,pigeonpeas
20,53,16,73.4,7.02,26.4,79,blackgram
28,55,20,57.9,6.77,32.3,106,mungbean
26,48,17,45.6,6.15,17.4,77.1,lentil
23,23,18,57.8,6.67,24.3,49,pomegranate
36,21,36,54.9,7.41,21.2,63.7,grapes
27,28,21,68,6.07,34.4,104.5,watermelon
28,20,21,67,7.27,32.3,65.6,muskmelon
91,31,60,86,5,20.2,206.5,coffee
73,30,48,79.6,6.58,27.9,174.7,jute
63,36,37,75.8,5.93,21.8,248.5,rice
11,21,12,57.9,6.6,24.3,58.1,wheat
23,59,20,66.3,6.46,24.5,91.8,maize
35,24,35,79.3,6.44,31.7,103.7,cotton
114,47,44,81.4,6.76,25.8,218.5,sugarcane
110,82,56,73,7.45,30.6,165.8,banana
46,39,38,50.3,6.67,31.3,98.8,mango
38,27,31,71.3,6.73,19.4,128.1,apple
68,21,31,53.8,6.59,29.4,83.7,orange
57,26,50,80,6.99,29.5,221.3,coconut
43,79,18,50.7,7.08,25.3,57.1,chickpea
16,66,30,50,5.82,22.5,87.6,kidneybeans
26,51,20,54.9,6,28.4,64.4,pigeonpeas
21,47,20,66.2,6.94,24.3,70.5,blackgram
22,38,23,64.5,6.23,24,109.8,mungbean
18,58,19,56.2,6.5,19.6,77.4,lentil
38,30,34,42.7,6.97,29.7,52.1,pomegranate
41,29,22,60.4,6.81,28.8,77,grapes
36,16,15,71.7,6.09,23.1,51.4,watermelon
23,19,28,62.9,7.37,31.1,86,muskmelon
71,39,46,85.8,6.33,18.1,158.5,coffee
82,42,33,81,7.29,32.1,211.4,jute
81,39,37,85.4,6.25,21.9,200.3,rice
24,22,11,50.4,7.03,15.8,67.3,wheat
32,57,28,68.4,6.74,24.7,118.3,maize
25,17,26,76.8,6.21,29.4,104.6,cotton
84,47,54,83,7.03,24.2,142.2,sugarcane
104,73,55,70.3,7.46,31.9,129.7,banana
42,27,20,61,5.74,34.4,92.2,mango
36,16,34,69.1,6,11.7,98.1,apple
67,39,28,59.8,6.8,27.3,107.3,orange
71,33,48,82.7,6.64,28.5,204.7,coconut
31,70,18,54.8,6.88,27.8,62.5,chickpea
15,70,29,53.1,5.57,24,68.8,kidneybeans
25,42,25,63.9,5.6,31,117.9,pigeonpeas
34,55,16,74.2,6.96,31.6,82,blackgram
20,39,30,59.5,6.03,27.7,89.6,mungbean
16,49,25,61.2,6.03,23.3,48.3,lentil
23,19,17,58.1,6,29.1,70.9,pomegranate
35,29,29,49.4,7.07,26.1,64.4,grapes
33,24,17,56.2,7.01,23.5,110.6,watermelon
31,16,30,65.2,6.53,28.5,93,muskmelon
70,36,42,73.6,5.6,20.9,211.8,coffee
83,31,43,84.5,7.19,29.7,184.8,jute
84,45,42,88,5.88,21.5,211.3,rice
22,14,20,53.4,6.45,22.6,34.1,wheat
26,70,25,62,6.26,23.8,93.7,maize
30,15,32,79.1,6.64,29.2,133.4,cotton
120,50,54,79.2,7.48,33,129.4,sugarcane
98,85,55,69.4,6.73,27.1,159.6,banana
45,35,23,65.9,6.52,30.1,94.3,mango
39,18,33,67.1,6.23,14.8,148.6,apple
42,26,24,59.5,6.22,29.6,81.5,orange
69,28,48,87.6,6.37,27.4,176.3,coconut
38,66,16,52.8,6.48,25.8,65.9,chickpea
27,61,25,61.2,6.14,19.8,64.4,kidneybeans
20,57,16,58.5,6.21,23.9,65.5,pigeonpeas
24,47,27,69.9,6.47,27.4,89.5,blackgram
17,51,29,68.9,6.1,29,61.8,mungbean
23,47,19,61.2,7.31,16.6,48.3,lentil
39,27,31,50.4,6.53,23.7,60.2,pomegranate
30,29,31,55.5,6.59,21,69.6,grapes
27,17,20,62.6,6.82,27.6,75.2,watermelon
24,30,23,60.3,7.42,25.4,54,muskmelon
86,38,45,72.4,5.69,20,195.8,coffee
82,35,46,71.5,6.99,28.4,158.4,jute
68,56,45,79.3,5.61,24.1,249.7,rice
15,23,18,64.9,6.8,16.4,64.7,wheat
37,70,27,66.7,6.08,22.2,105.2,maize
35,21,25,79,6.32,29.2,131.2,cotton
88,41,41,77.6,7.16,26.7,219.4,sugarcane
120,86,57,69.7,6.91,30.5,196,banana
44,34,35,51.2,6.63,33.8,96.5,mango
36,33,34,60.3,6.79,13.7,140,apple
65,29,28,53.5,6.94,25.5,109.4,orange
68,37,47,72.4,6.53,25.1,167,coconut
44,62,21,46.7,6.76,21.6,76.3,chickpea
29,62,30,52.1,6.18,21.9,92.5,kidneybeans
20,47,22,51.2,6.5,20.6,96.2,pigeonpeas
24,53,16,69.8,7.17,31.1,76.2,blackgram
25,46,24,65.5,6.85,25.9,97.7,mungbean
20,60,19,58.5,6.54,23.9,43.3,lentil
21,27,21,53.1,7.1,24.8,61.9,pomegranate
47,38,33,56.7,6.36,21.8,90.3,grapes
30,21,30,57.5,7,34.4,70,watermelon
29,29,26,52.9,7.02,30.9,60.8,muskmelon
69,23,54,76.3,5.59,22.8,156.4,coffee
63,50,30,87.4,6.04,28.7,247.7,jute
81,39,41,83.5,5.59,24.5,184.5,rice
29,11,19,57.2,6.85,17.2,48.3,wheat
33,53,24,64.6,6.14,26.4,81.9,maize
29,25,35,71.6,6.7,28.9,110.9,cotton
80,55,54,83.8,6.79,26.1,182.5,sugarcane
100,71,56,69.7,6.82,27.4,121.5,banana
32,32,33,69.5,7.37,34.2,117.1,mango
27,21,30,65.7,6.6,15.4,142.7,apple
61,20,30,66.5,6.99,21.5,126.8,orange
77,30,59,88.3,6.11,26.6,172.7,coconut
37,61,24,53.6,6.43,25,79.7,chickpea
24,63,15,61.8,6.8,17.8,107.9,kidneybeans
19,59,20,58.6,6.91,24.8,89.1,pigeonpeas
23,49,28,72.8,6.22,29.3,101.4,blackgram
15,53,27,67.5,7.09,29.7,100.3,mungbean
27,41,25,60,7.03,16.3,41.3,lentil
20,30,20,56.8,6.67,23.7,73.9,pomegranate
41,31,24,56.6,6.23,29,55,grapes
27,28,22,65.2,6.95,24.5,55.9,watermelon
37,18,18,56.9,6.96,23.9,67,muskmelon
65,22,48,83.4,5.51,24.2,155,coffee
79,33,34,85.1,6.81,32.2,193.6,jute
90,60,35,89.4,6.06,25.3,209,rice
16,22,12,50.9,6.79,24.7,40,wheat
20,53,21,74.1,6.58,27.2,95.5,maize
28,22,26,74.8,6.37,30.5,111.5,cotton
95,43,50,84.9,7.1,25.4,198,sugarcane
95,88,56,63.5,7.22,26.3,156.1,banana
45,21,28,60.9,6.32,27.6,81.1,mango
34,22,22,60.6,5.74,18.7,91.4,apple
43,23,20,52.8,7.17,22,131.1,orange
76,27,59,73,6.99,27.6,214.5,coconut
35,65,17,51.3,7.18,25,57.5,chickpea
17,61,15,59.6,5.62,22,111.5,kidneybeans
17,47,18,59,5.81,25.2,105,pigeonpeas
20,56,26,60.8,6.95,24.5,107.2,blackgram
22,54,22,61.1,6.33,30.7,86.8,mungbean
26,58,17,64.6,6.61,16,75.1,lentil
32,34,32,58.3,6.22,31.9,62.1,pomegranate
50,35,25,63.8,6.83,29.2,82.9,grapes
37,19,17,63.7,6.09,30.8,108.9,watermelon
33,24,26,65,6.92,22.8,46.9,muskmelon
96,32,50,75.2,5.32,19.5,184.3,coffee
72,45,42,89,6.17,29.1,181.2,jute
93,52,42,85.9,6.03,22.6,244.6,rice
26,15,11,63.4,6.39,18.7,51.7,wheat
25,60,28,74.7,6.59,24.1,100.4,maize
27,16,33,78.9,6.85,28,113.7,cotton
87,41,41,70,6.03,29.9,157.4,sugarcane
93,80,60,71,6.61,28.4,184.2,banana
21,34,36,62.5,5.63,31.2,108.9,mango
36,17,32,68.6,6.57,10.5,124.5,apple
66,35,22,61.2,7.46,20.1,97.4,orange
52,27,50,78.2,6.18,27.4,228.2,coconut
39,65,19,54.6,7.14,21.7,67.6,chickpea
26,50,21,64.7,5.83,16.4,109.7,kidneybeans
35,45,19,52.5,5.73,21.5,106.6,pigeonpeas
27,45,21,77.1,7.38,27.8,85.9,blackgram
24,40,28,72.9,6.67,29.3,111.7,mungbean
17,57,17,55.7,6.33,19.4,67.3,lentil
33,27,22,42.6,7.19,25.3,48.1,pomegranate
35,25,36,55,6.77,28.8,63,grapes
23,19,21,74.2,6.66,32.3,113.3,watermelon
31,17,22,50.5,7.08,33,70.7,muskmelon
64,33,52,72.7,6.17,19.1,240.8,coffee
62,39,45,82,6.35,24.6,171.2,jute
81,54,44,76.9,5.59,24,190.6,rice
15,17,19,52.3,6.41,22,67.4,wheat
39,53,21,73.2,6.27,25.2,104.2,maize
29,22,30,68.7,6.25,26.7,141,cotton
112,46,52,82,7.24,30.5,209.2,sugarcane
99,90,59,67.3,6.89,31.2,123.7,banana
44,29,26,60.7,6.41,30.3,97.1,mango
31,23,28,70.3,5.62,10.7,98.8,apple
52,38,33,60.9,7.4,27.3,90.5,orange
77,38,46,79.9,6.65,29.6,209.6,coconut
42,66,20,52.3,6.57,26.8,64.1,chickpea
19,54,15,52,6.66,23.4,98.2,kidneybeans
29,58,26,63.1,5.8,28.7,102.3,pigeonpeas
27,47,29,71.9,6.78,27.2,107.1,blackgram
23,46,22,65.2,6.05,31.2,119.1,mungbean
25,56,21,54.4,6.51,23.8,73.8,lentil
39,16,18,50.8,6.14,22.1,57,pomegranate
35,27,33,55.4,6.44,23.3,80.5,grapes
25,26,30,55.9,6.8,28.3,79.7,watermelon
27,17,19,55.8,6.57,33.3,58.4,muskmelon
71,39,55,88.4,6.02,21.2,163.3,coffee
60,41,43,89.2,7.09,26.6,239.9,jute
85,49,49,79.8,6.51,21.9,223.2,rice
13,19,14,58.6,6.58,24.7,37.2,wheat
31,52,21,69.4,6.04,25.2,113.8,maize
30,22,34,69.5,6.49,29.5,135.9,cotton
